Region_ID,Latitude,Longitude,Density_Contrast,Area_Pixels,Is_Undiscovered,Dist_to_Known_km
375,35.5595,-115.49899497487438,0.5941019,1,True,7.480076257276119
424,35.5555,-115.4929648241206,0.59366477,1,True,8.217231535048741
909,35.4615,-115.5321608040201,0.59339625,1,True,12.601192216414194
758,35.5055,-115.5683417085427,0.59260964,1,True,7.166155101983064
494,35.5495,-115.47989949748744,0.59254885,1,True,9.776807720374912
521,35.5475,-115.49095477386935,0.59219384,1,True,8.649592482132714
672,35.5255,-115.5251256281407,0.5920402,1,True,6.674034508238334
1068,35.4315,-115.50603015075377,0.59200424,1,True,16.733430563178356
260,35.5675,-115.51306532663317,0.5906309,1,True,5.833512814559336
631,35.5345,-115.52110552763818,0.5899181,1,True,6.3147685501431035
534,35.5465,-115.44773869346734,0.5896623,1,True,12.254623434217999
489,35.5505,-115.4356783919598,0.5889237,1,True,12.632605881079751
1133,35.4245,-115.5180904522613,0.5888972,1,True,16.98829814037189
107,35.5825,-115.5281407035176,0.588776,1,True,4.379162778930482
187,35.5745,-115.4819095477387,0.58876437,1,True,7.825145606666507
1253,35.4085,-115.54120603015075,0.5882189,1,True,18.129180417383992
261,35.5675,-115.51105527638191,0.58782333,1,True,6.056385105164189
468,35.5525,-115.45175879396986,0.5869075,1,True,11.45419246802831
519,35.5475,-115.54924623115578,0.5868562,1,True,3.084899598550658
1092,35.4285,-115.51005025125627,0.58658534,1,True,16.871847449378585
1270,35.405499999999996,-115.54824120603014,0.5856113,1,True,18.360416898462567
433,35.5545,-115.53517587939699,0.5851368,1,True,3.7861330132144304
1044,35.4335,-115.47889447236182,0.5850377,1,True,17.94742097659719
816,35.4895,-115.54221105527638,0.5849952,1,True,9.303775550281106
825,35.4865,-115.52914572864321,0.58486414,1,True,10.111514618553153
1269,35.4065,-115.44170854271357,0.5845173,1,True,22.767567542629195
20,35.594500000000004,-115.50402010050252,0.58442324,1,True,5.2048165957345995
980,35.4445,-115.52713567839196,0.584164,1,True,14.568799047556908
342,35.5615,-115.50100502512562,0.58404285,1,True,7.227450954319782
838,35.4825,-115.47788944723618,0.58341676,1,True,13.7489422321067
798,35.4955,-115.47688442211056,0.5834057,1,True,12.85570167563528
897,35.4655,-115.5643216080402,0.5824287,1,True,11.60031447487777
722,35.5135,-115.4497487437186,0.5820174,1,True,14.303286634227751
939,35.454499999999996,-115.5251256281407,0.58102965,1,True,13.583419916102473
128,35.5805,-115.48090452261307,0.579299,1,True,7.235356465524861
1223,35.4125,-115.49698492462312,0.57917076,1,True,19.06771652438869
772,35.5025,-115.5321608040201,0.5788208,1,True,8.359528053366624
208,35.5725,-115.47587939698492,0.5783873,1,True,8.26647512062262
79,35.5875,-115.45979899497488,0.57826215,1,True,7.748498240387572
220,35.5705,-115.52613065326634,0.5781792,1,True,4.377009368546192
1177,35.4185,-115.42763819095478,0.5781144,1,True,22.741371456673203
806,35.4925,-115.53718592964825,0.57805675,1,True,9.16092210837168
951,35.4525,-115.53919597989949,0.5779928,1,True,13.366774468051569
1242,35.4105,-115.45577889447236,0.57743764,1,True,21.492805095507627
1204,35.4145,-115.52713567839196,0.5773002,1,True,17.77964948158712
378,35.5595,-115.45175879396986,0.57705915,1,True,10.792092588309313
771,35.5025,-115.53819095477387,0.57544124,1,True,8.08497258111827
1043,35.4335,-115.49597989949748,0.5750202,1,True,17.006431818437704
907,35.4625,-115.52412060301508,0.57466114,1,True,12.788372394582176
47,35.5915,-115.49597989949748,0.57451075,1,True,5.611914378849409
522,35.5475,-115.46180904522613,0.57439333,1,True,11.433421678720343
42,35.5925,-115.43768844221105,0.57408965,1,True,9.160042304624026
925,35.457499999999996,-115.5462311557789,0.5740621,1,True,12.670470939604899
902,35.4645,-115.41356783919599,0.57294047,1,True,20.537059980437824
1148,35.4225,-115.47386934673366,0.5728821,1,True,19.27805930247257
756,35.5065,-115.45075376884422,0.5720213,1,True,14.562895724921944
1129,35.4245,-115.54924623115578,0.57131344,1,True,16.251699896722553
68,35.5885,-115.52211055276382,0.5706998,1,True,5.241861989300008
1136,35.4245,-115.45276381909548,0.5705696,1,True,20.43522614126652
1122,35.4255,-115.48090452261307,0.5699686,1,True,18.58936849308444
740,35.5085,-115.54422110552764,0.5695621,2,True,7.2257491030058825
310,35.5635,-115.543216080402,0.56955874,1,True,2.5829887058458154
886,35.4695,-115.53015075376884,0.569469,1,True,11.827655363537326
581,35.5415,-115.49497487437186,0.56917423,1,True,8.449506329746654
258,35.5675,-115.51708542713568,0.56824064,1,True,5.387828649405692
862,35.4745,-115.55125628140703,0.5672603,1,True,10.718742093660003
127,35.5805,-115.48391959798995,0.56704265,1,True,7.122767926291546
958,35.4525,-115.41256281407036,0.56696576,1,True,21.413044754690254
1054,35.4325,-115.50402010050252,0.5664201,1,True,16.721408287725794
969,35.4475,-115.45477386934674,0.56418866,1,True,18.33342908778017
